Entrez	Symbol	Name	Length
203228	C9orf72	chromosome 9 open reading frame 72	2550
130535	KCTD18	potassium channel tetramerisation domain containing 18	2683
8462	KLF11	Kruppel-like factor 11	4018
126549	ANKLE1	ankyrin repeat and LEM domain containing 1	3035
55558	PLXNA3	plexin A3	6778
53918	PELO	pelota homolog (Drosophila)	2148
144811	LACC1	laccase (multicopper oxidoreductase) domain containing 1	4187
202020	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)	2499
152405	C3orf30	chromosome 3 open reading frame 30	1767.5
202151	RANBP3L	RAN binding protein 3-like	2594
23161	SNX13	sorting nexin 13	5453
221656	KDM1B	lysine (K)-specific demethylase 1B	3636.5
245972	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2	2378
89884	LHX4	LIM homeobox 4	1876
84984	CEP19	centrosomal protein 19kDa	2162
8701	DNAH11	dynein, axonemal, heavy chain 11	14269
148137	C19orf55	chromosome 19 open reading frame 55	1293
113622	ADPRHL1	ADP-ribosylhydrolase like 1	1957.5
11276	SYNRG	synergin, gamma	7852.5
64403	CDH24	cadherin 24, type 2	2600.5
51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	5655
2901	GRIK5	glutamate receptor, ionotropic, kainate 5	2379
164312	LRRN4	leucine rich repeat neuronal 4	2177.5
27153	ZNF777	zinc finger protein 777	3071
57158	JPH2	junctophilin 2	3600
8654	PDE5A	phosphodiesterase 5A, cGMP-specific	6839
117157	SH2D1B	SH2 domain containing 1B	2456
6753	SSTR3	somatostatin receptor 3	1892.5
171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	3794
64794	DDX31	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	2753.5
89766	UMODL1	uromodulin-like 1	1255.5
158158	RASEF	RAS and EF-hand domain containing	2247
117583	PARD3B	par-3 partitioning defective 3 homolog B (C. elegans)	3640
126068	ZNF441	zinc finger protein 441	4477.5
257194	NEGR1	neuronal growth regulator 1	5670
115352	FCRL3	Fc receptor-like 3	2861.5
138009	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2	3325
219736	STOX1	storkhead box 1	2268
253868	C20orf166-AS1	C20orf166 antisense RNA 1	2445
285598	ARL10	ADP-ribosylation factor-like 10	2006
84900	RNFT2	ring finger protein, transmembrane 2	2529
162282	ANKFN1	ankyrin-repeat and fibronectin type III domain containing 1	2443
196374	KRT78	keratin 78	1787
221016	CCDC7	coiled-coil domain containing 7	1865
7592	ZNF41	zinc finger protein 41	3792
84450	ZNF512	zinc finger protein 512	3373.5
9949	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	5422
150864	FAM117B	family with sequence similarity 117, member B	3430.5
147949	ZNF583	zinc finger protein 583	2548
165140	OXER1	oxoeicosanoid (OXE) receptor 1	1762
7798	LUZP1	leucine zipper protein 1	6257.5
7626	ZNF75D	zinc finger protein 75D	2882.5
145978	LINC00052	long intergenic non-protein coding RNA 52	1789
54014	BRWD1	bromodomain and WD repeat domain containing 1	1892.5
220388	CCDC89	coiled-coil domain containing 89	2429
137209	ZNF572	zinc finger protein 572	3276
151393	RMDN2	regulator of microtubule dynamics 2	1831
170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	2555
56135	PCDHAC1	protocadherin alpha subfamily C, 1	4282
147746	HIPK4	homeodomain interacting protein kinase 4	2455
220108	FAM124A	family with sequence similarity 124A	2109
286183	NKAIN3	Na+/K+ transporting ATPase interacting 3	1572
80760	ITIH5	inter-alpha-trypsin inhibitor heavy chain family, member 5	5668
2187	FANCB	Fanconi anemia, complementation group B	2957
84197	SGK196	protein kinase-like protein SgK196	1620
163051	ZNF709	zinc finger protein 709	4902
284001	CCDC57	coiled-coil domain containing 57	4114
27127	SMC1B	structural maintenance of chromosomes 1B	4051
254065	BRWD3	bromodomain and WD repeat domain containing 3	6054.5
92591	ASB16	ankyrin repeat and SOCS box containing 16	1999
139599	MAGEE2	melanoma antigen family E, 2	2250
89792	GAL3ST3	galactose-3-O-sulfotransferase 3	3260.5
146512	FLJ30679	uncharacterized protein FLJ30679	1981
151254	ALS2CR11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11	2113
2837	UTS2R	urotensin 2 receptor	1170
124590	USH1G	Usher syndrome 1G (autosomal recessive)	3537.5
6853	SYN1	synapsin I	3203
151295	SLC23A3	solute carrier family 23 (nucleobase transporters), member 3	2052
246175	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	5014.5
162494	RHBDL3	rhomboid, veinlet-like 3 (Drosophila)	4645
255403	ZNF718	zinc finger protein 718	2173
57609	DIP2B	DIP2 disco-interacting protein 2 homolog B (Drosophila)	4912.5
206358	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	1656
154007	SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	4181
147741	ZNF560	zinc finger protein 560	2810
25914	RTTN	rotatin	4441.5
153579	BTNL9	butyrophilin-like 9	2629
150962	PUS10	pseudouridylate synthase 10	3648
257068	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	2169
150147	C21orf128	chromosome 21 open reading frame 128	2143
89782	LMLN	leishmanolysin-like (metallopeptidase M8 family)	7057
144715	RAD9B	RAD9 homolog B (S. pombe)	2315.5
148254	ZNF555	zinc finger protein 555	2148
222950	NYAP1	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1	3293.5
124923	SGK494	uncharacterized serine/threonine-protein kinase SgK494	1442
117195	MRGPRX3	MAS-related GPR, member X3	1640
154664	ABCA13	ATP-binding cassette, sub-family A (ABC1), member 13	4524
84873	GPR128	G protein-coupled receptor 128	2264
1441	CSF3R	colony stimulating factor 3 receptor (granulocyte)	2601
146723	C17orf77	chromosome 17 open reading frame 77	2528
574029	DUSP5P1	dual specificity phosphatase 5 pseudogene 1	2474
160851	DGKH	diacylglycerol kinase, eta	3877.5
130827	TMEM182	transmembrane protein 182	3394
123775	C16orf46	chromosome 16 open reading frame 46	1631
149986	LSM14B	LSM14B, SCD6 homolog B (S. cerevisiae)	1847
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	1720.5
151056	PLB1	phospholipase B1	2910
284756	C20orf197	chromosome 20 open reading frame 197	2736
6526	SLC5A3	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3	11624
124602	KIF19	kinesin family member 19	2087.5
200172	SLFNL1	schlafen-like 1	1900
27197	GPR82	G protein-coupled receptor 82	1965
158787	RIBC1	RIB43A domain with coiled-coils 1	1471
27199	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1	1842.5
168448	CDC14C	cell division cycle 14C	2894
27233	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4	1557.5
7003	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	8533
117155	CATSPER2	cation channel, sperm associated 2	1753
134187	POU5F2	POU domain class 5, transcription factor 2	1296
122042	RXFP2	relaxin/insulin-like family peptide receptor 2	2783.5
222389	BEND7	BEN domain containing 7	2157
6571	SLC18A2	solute carrier family 18 (vesicular monoamine), member 2	2046
136263	C7orf45	chromosome 7 open reading frame 45	1158
126868	MAB21L3	mab-21-like 3 (C. elegans)	3236
285696	LOC285696	uncharacterized LOC285696	3319
166968	MIER3	mesoderm induction early response 1, family member 3	5179.5
163859	SDE2	SDE2 telomere maintenance homolog (S. pombe)	2810.5
131669	UROC1	urocanate hydratase 1	3237.5
65217	PCDH15	protocadherin-related 15	6984
27327	TNRC6A	trinucleotide repeat containing 6A	5408
3742	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	5979
196528	ARID2	AT rich interactive domain 2 (ARID, RFX-like)	7009
205147	AMER3	APC membrane recruitment protein 3	6238
161725	OTUD7A	OTU domain containing 7A	3104
158696	LOC158696	uncharacterized LOC158696	2909
80028	FBXL18	F-box and leucine-rich repeat protein 18	5683.5
154386	C6orf195	chromosome 6 open reading frame 195	2073
285848	PNPLA1	patatin-like phospholipase domain containing 1	2402
120863	DEPDC4	DEP domain containing 4	1126.5
125965	COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis)	2025.5
199786	FAM129C	family with sequence similarity 129, member C	1323
284656	EPHA10	EPH receptor A10	2171.5
128025	WDR64	WD repeat domain 64	2137
114781	BTBD9	BTB (POZ) domain containing 9	8631
256957	C17orf66	chromosome 17 open reading frame 66	1913
165631	PARP15	poly (ADP-ribose) polymerase family, member 15	2116
143872	ARHGAP42	Rho GTPase activating protein 42	3325
84931	LOC84931	uncharacterized LOC84931	2016
84879	MFSD2A	major facilitator superfamily domain containing 2A	1913
472	ATM	ataxia telangiectasia mutated	1088
221301	FAM26D	family with sequence similarity 26, member D	1381
27031	NPHP3	nephronophthisis 3 (adolescent)	2869
285973	ATG9B	autophagy related 9B	4074.5
254158	CXorf58	chromosome X open reading frame 58	1553
146779	EFCAB3	EF-hand calcium binding domain 3	1627.5
7021	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	5776
152206	CCDC13	coiled-coil domain containing 13	1273
147081	CRHR1-IT1	CRHR1 intronic transcript 1 (non-protein coding)	1704
259249	MRGPRX1	MAS-related GPR, member X1	1190
3077	HFE	hemochromatosis	1957
117579	RLN3	relaxin 3	510.5
64478	CSMD1	CUB and Sushi multiple domains 1	10045.5
23499	MACF1	microtubule-actin crosslinking factor 1	2780
80070	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	2830
27164	SALL3	sal-like 3 (Drosophila)	4136
84871	AGBL4	ATP/GTP binding protein-like 4	3010
246213	SLC17A8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	3918.5
150538	SATB2-AS1	SATB2 antisense RNA 1	3257.5
54715	RBFOX1	RNA binding protein, fox-1 homolog (C. elegans) 1	4027
146857	SLFN13	schlafen family member 13	8396
283461	C12orf40	chromosome 12 open reading frame 40	2964
149465	WDR65	WD repeat domain 65	3020
285668	C5orf64	chromosome 5 open reading frame 64	2974
170689	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	2860
285780	LY86-AS1	LY86 antisense RNA 1	2493.5
128178	EDARADD	EDAR-associated death domain	2837.5
203238	CCDC171	coiled-coil domain containing 171	4125
163720	CYP4Z2P	cytochrome P450, family 4, subfamily Z, polypeptide 2 pseudogene	1954.5
127707	KLHDC7A	kelch domain containing 7A	4575.5
147429	AQP4-AS1	AQP4 antisense RNA 1	2284
85445	CNTNAP4	contactin associated protein-like 4	4653
148345	C1orf127	chromosome 1 open reading frame 127	2270
123624	AGBL1	ATP/GTP binding protein-like 1	2373
285759	FLJ34503	uncharacterized FLJ34503	2010
283860	LINC00304	long intergenic non-protein coding RNA 304	2247
283847	CCDC79	coiled-coil domain containing 79	2098
283446	MYO1H	myosin IH	3202
142686	ASB14	ankyrin repeat and SOCS box containing 14	2682
126638	RPTN	repetin	3572
196740	VSTM4	V-set and transmembrane domain containing 4	4270
284992	CCDC150	coiled-coil domain containing 150	1836.5
285051	C2orf61	chromosome 2 open reading frame 61	1080
171483	FAM9B	family with sequence similarity 9, member B	1289
221223	CES5A	carboxylesterase 5A	2150
286464	CHDC2	calponin homology domain containing 2	1967
8632	DNAH17	dynein, axonemal, heavy chain 17	2634
146861	SLC35G3	solute carrier family 35, member G3	1875
284339	TMEM145	transmembrane protein 145	1794
145858	C15orf32	chromosome 15 open reading frame 32	1748
254187	TSGA10IP	testis specific, 10 interacting protein	1597
151278	CCDC140	coiled-coil domain containing 140	1701
284099	C17orf78	chromosome 17 open reading frame 78	1214.5
146279	TEKT5	tektin 5	1616
283455	KSR2	kinase suppressor of ras 2	17028
5075	PAX1	paired box 1	1979
157739	TDH	L-threonine dehydrogenase	1366
327657	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	1548.5
26223	FBXL21	F-box and leucine-rich repeat protein 21 (gene/pseudogene)	1541.5
117196	MRGPRX4	MAS-related GPR, member X4	1445
144568	A2ML1	alpha-2-macroglobulin-like 1	3654.5
130749	CPO	carboxypeptidase O	1218
2830	GPR6	G protein-coupled receptor 6	1788
259283	MDS2	myelodysplastic syndrome 2 translocation associated	1709
9125	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	1004
125111	GJD3	gap junction protein, delta 3, 31.9kDa	4040
3228	HOXC12	homeobox C12	849
55350	VNN3	vanin 3	1593
150678	MYEOV2	myeloma overexpressed 2	606.5
222894	FERD3L	Fer3-like (Drosophila)	641
246705	LINC00314	long intergenic non-protein coding RNA 314	585
338323	NLRP14	NLR family, pyrin domain containing 14	3835
1607	DGKB	diacylglycerol kinase, beta 90kDa	3365
126204	NLRP13	NLR family, pyrin domain containing 13	3166
126205	NLRP8	NLR family, pyrin domain containing 8	3914.5
338321	NLRP9	NLR family, pyrin domain containing 9	3492
6877	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	3194
80834	TAS1R2	taste receptor, type 1, member 2	2527
3688	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	3770
5046	PCSK6	proprotein convertase subtilisin/kexin type 6	3308
84905	ZNF341	zinc finger protein 341	3255
56704	JPH1	junctophilin 1	4097
338322	NLRP10	NLR family, pyrin domain containing 10	2022
5905	RANGAP1	Ran GTPase activating protein 1	2835.5
10150	MBNL2	muscleblind-like splicing regulator 2	4596.5
319101	KRT73	keratin 73	2292
121391	KRT74	keratin 74	2797
3177	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2	2330
4009	LMX1A	LIM homeobox transcription factor 1, alpha	3079
202243	CCDC125	coiled-coil domain containing 125	3533
83550	GPR101	G protein-coupled receptor 101	1527
286676	ILDR1	immunoglobulin-like domain containing receptor 1	2652.5
317701	VN1R2	vomeronasal 1 receptor 2	1312
317705	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)	1072
83551	TAAR8	trace amine associated receptor 8	1028
259285	TAS2R39	taste receptor, type 2, member 39	1017
5726	TAS2R38	taste receptor, type 2, member 38	1144
259286	TAS2R40	taste receptor, type 2, member 40	972
259287	TAS2R41	taste receptor, type 2, member 41	925
134285	TMEM171	transmembrane protein 171	1268.5
317703	VN1R4	vomeronasal 1 receptor 4	906
259296	TAS2R50	taste receptor, type 2, member 50	1001
926	CD8B	CD8b molecule	1056
140733	MACROD2	MACRO domain containing 2	4097
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	3817.5
196500	PIANP	PILR alpha associated neural protein	2361
3010	HIST1H1T	histone cluster 1, H1t	725
114757	CYGB	cytoglobin	1917
1943	EFNA2	ephrin-A2	646
338376	IFNE	interferon, epsilon	1473
285672	SREK1IP1	SREK1-interacting protein 1	6856
7069	THRSP	thyroid hormone responsive	1175
79742	CXorf36	chromosome X open reading frame 36	3588.5
283932	FBXL19-AS1	FBXL19 antisense RNA 1 (head to head)	3952
56655	POLE4	polymerase (DNA-directed), epsilon 4, accessory subunit	699
10158	PDZK1IP1	PDZK1 interacting protein 1	897
644165	BCRP3	breakpoint cluster region pseudogene 3	1431
6887	TAL2	T-cell acute lymphocytic leukemia 2	647
3640	INSL3	insulin-like 3 (Leydig cell)	766
50511	SYCP3	synaptonemal complex protein 3	1130
259236	TMIE	transmembrane inner ear	1758
118430	MUCL1	mucin-like 1	491
64225	ATL2	atlastin GTPase 2	3272
193629	LINC00189	long intergenic non-protein coding RNA 189	829
283212	KLHL35	kelch-like family member 35	1503
117608	ZNF354B	zinc finger protein 354B	2268
2296	FOXC1	forkhead box C1	3448
287015	TRIM42	tripartite motif containing 42	2543
161835	FSIP1	fibrous sheath interacting protein 1	2823
283742	FAM98B	family with sequence similarity 98, member B	1327.5
124989	EFCAB13	EF-hand calcium binding domain 13	2684.5
153745	FAM71B	family with sequence similarity 71, member B	2027
219621	C10orf107	chromosome 10 open reading frame 107	1257
150159	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	1614
285962	FLJ40852	uncharacterized LOC285962	1907
200132	TCTEX1D1	Tctex1 domain containing 1	2268
145942	TMCO5A	transmembrane and coiled-coil domains 5A	1167
133522	PPARGC1B	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	3272
286046	XKR6	XK, Kell blood group complex subunit-related family, member 6	3761
114960	TSGA13	testis specific, 13	1857
158055	C9orf163	chromosome 9 open reading frame 163	2573
161176	SYNE3	spectrin repeat containing, nuclear envelope family member 3	3276
285025	CCDC141	coiled-coil domain containing 141	3940
139324	HDX	highly divergent homeobox	2880
124359	CDYL2	chromodomain protein, Y-like 2	2240
162681	C18orf54	chromosome 18 open reading frame 54	5236
255928	SYT14	synaptotagmin XIV	5050
166979	CDC20B	cell division cycle 20B	2843
6975	TECTB	tectorin beta	1000
146177	VWA3A	von Willebrand factor A domain containing 3A	2474
150197	LOC150197	uncharacterized LOC150197	2207
135458	HUS1B	HUS1 checkpoint homolog b (S. pombe)	1026
256933	NPB	neuropeptide B	618
91057	CCDC34	coiled-coil domain containing 34	1806
84859	LRCH3	leucine-rich repeats and calponin homology (CH) domain containing 3	2401
92105	INTS4	integrator complex subunit 4	2516
55740	ENAH	enabled homolog (Drosophila)	13123
140901	STK35	serine/threonine kinase 35	5367
127255	LRRIQ3	leucine-rich repeats and IQ motif containing 3	3811.5
89953	KLC4	kinesin light chain 4	2608.5
261726	TIPRL	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	3036
154807	VKORC1L1	vitamin K epoxide reductase complex, subunit 1-like 1	1148
5551	PRF1	perforin 1 (pore forming protein)	2523
144699	FBXL14	F-box and leucine-rich repeat protein 14	2280
285755	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	3559.5
6667	SP1	Sp1 transcription factor	7629.5
147339	C18orf25	chromosome 18 open reading frame 25	5377
131965	METTL6	methyltransferase like 6	2437
151648	SGOL1	shugoshin-like 1 (S. pombe)	1584
148789	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	3556
84869	CBR4	carbonyl reductase 4	1623
5286	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha	2231.5
79671	NLRX1	NLR family member X1	3728
148266	ZNF569	zinc finger protein 569	4062
126731	CCSAP	centriole, cilia and spindle-associated protein	5400
